ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20171217T105439_20171217T105433_T31TCH,2017-12-17,2017-12-17,SENTINEL_2,75.26,3.95,0.05,0.05,0.05,0.05,,,0,2017_12_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20171219T104441_20171219T104438_T31TCH,2017-12-19,2017-12-19,SENTINEL_2,4.42,3.96,0.05,0.05,0.05,0.05,,,0,2017_12_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20171222T105441_20171222T105443_T31TCH,2017-12-22,2017-12-22,SENTINEL_2,100.00,0.05,0.05,0.05,0.05,0.05,,,0,2017_12_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20171224T104429_20171224T104432_T31TCH,2017-12-24,2017-12-24,SENTINEL_2,0.64,0.64,0.64,0.64,0.64,0.64,,,0,2017_12_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20171227T105439_20171227T105435_T31TCH,2017-12-27,2017-12-27,SENTINEL_2,86.41,0.50,0.50,0.50,0.50,0.50,,,0,2017_12_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20171229T104431_20171229T104434_T31TCH,2017-12-29,2017-12-29,SENTINEL_2,89.09,0.63,0.63,0.63,0.63,0.63,,,0,2017_12_29-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20171230,2017-12-30,2017-12-30,LANDSAT_8,0.68,0.68,0.68,0.68,0.68,0.68,,,0,2017_12_30-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180101T105441_20180101T105435_T31TCH,2018-01-01,2018-01-01,SENTINEL_2,0.03,0.03,0.03,0.03,0.03,0.03,,,0,2018_01_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180103T104429_20180103T104424_T31TCH,2018-01-03,2018-01-03,SENTINEL_2,5.05,0.00,0.00,0.00,0.00,0.00,,,0,2018_01_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180106T105429_20180106T105424_T31TCH,2018-01-06,2018-01-06,SENTINEL_2,99.11,4.20,0.07,0.07,0.07,0.07,,,0,2018_01_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180108T104421_20180108T104415_T31TCH,2018-01-08,2018-01-08,SENTINEL_2,92.19,68.06,37.67,25.07,24.45,0.42,1671.00,1719.00,5,2018_01_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180111T105411_20180111T105549_T31TCH,2018-01-11,2018-01-11,SENTINEL_2,75.58,68.77,38.64,25.53,24.90,0.40,1671.00,1719.00,2,2018_01_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180113T104409_20180113T104403_T31TCH,2018-01-13,2018-01-13,SENTINEL_2,99.30,3.13,0.06,0.06,0.06,0.06,,,0,2018_01_13-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180115,2018-01-15,2018-01-15,LANDSAT_8,4.58,1.71,0.16,0.16,0.16,0.16,,,0,2018_01_15-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180116T105359_20180116T105527_T31TCH,2018-01-16,2018-01-16,SENTINEL_2,29.99,0.01,0.01,0.01,0.01,0.01,,,0,2018_01_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180118T104351_20180118T104524_T31TCH,2018-01-18,2018-01-18,SENTINEL_2,0.32,0.32,0.32,0.32,0.32,0.32,,,0,2018_01_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180121T105341_20180121T105428_T31TCH,2018-01-21,2018-01-21,SENTINEL_2,96.14,0.20,0.20,0.20,0.20,0.20,,,0,2018_01_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180123T104329_20180123T104717_T31TCH,2018-01-23,2018-01-23,SENTINEL_2,27.93,25.85,6.78,5.29,2.55,0.52,1995.00,1995.00,2,2018_01_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180126T105319_20180126T105316_T31TCH,2018-01-26,2018-01-26,SENTINEL_2,99.67,0.09,0.09,0.09,0.09,0.09,,,0,2018_01_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180128T104311_20180128T104602_T31TCH,2018-01-28,2018-01-28,SENTINEL_2,0.20,0.20,0.20,0.20,0.20,0.20,,,0,2018_01_28-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180131,2018-01-31,2018-01-31,LANDSAT_8,2.65,0.00,0.00,0.00,0.00,0.00,,,0,2018_01_31-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180131T105251_20180131T105416_T31TCH,2018-01-31,2018-01-31,SENTINEL_2,0.25,0.25,0.25,0.25,0.25,0.25,,,0,2018_01_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180202T104239_20180202T104813_T31TCH,2018-02-02,2018-02-02,SENTINEL_2,52.99,0.00,0.00,0.00,0.00,0.00,,,0,2018_02_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180205T105229_20180205T105334_T31TCH,2018-02-05,2018-02-05,SENTINEL_2,100.00,18.11,2.88,0.47,0.47,0.47,1735.00,,0,2018_02_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180207T104211_20180207T104643_T31TCH,2018-02-07,2018-02-07,SENTINEL_2,22.54,18.85,2.61,0.51,0.51,0.51,1735.00,,0,2018_02_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180210T105201_20180210T105158_T31TCH,2018-02-10,2018-02-10,SENTINEL_2,56.13,15.49,1.97,0.26,0.26,0.26,1719.00,,0,2018_02_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180212T104139_20180212T104835_T31TCH,2018-02-12,2018-02-12,SENTINEL_2,53.91,0.82,0.82,0.82,0.82,0.82,,,0,2018_02_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180215T105129_20180215T105300_T31TCH,2018-02-15,2018-02-15,SENTINEL_2,6.03,0.79,0.79,0.79,0.79,0.79,,,0,2018_02_15-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180216,2018-02-16,2018-02-16,LANDSAT_8,10.25,0.79,0.79,0.79,0.79,0.79,,,0,2018_02_16-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180217T104111_20180217T104152_T31TCH,2018-02-17,2018-02-17,SENTINEL_2,98.86,0.79,0.79,0.79,0.79,0.79,,,0,2018_02_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180220T105051_20180220T105539_T31TCH,2018-02-20,2018-02-20,SENTINEL_2,99.99,11.78,2.77,0.91,0.91,0.91,1927.00,,0,2018_02_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180222T104029_20180222T104035_T31TCH,2018-02-22,2018-02-22,SENTINEL_2,11.95,0.46,0.46,0.46,0.46,0.46,,,0,2018_02_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180225T105019_20180225T105018_T31TCH,2018-02-25,2018-02-25,SENTINEL_2,7.85,0.30,0.30,0.30,0.30,0.30,,,0,2018_02_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180227T104021_20180227T104236_T31TCH,2018-02-27,2018-02-27,SENTINEL_2,39.60,0.30,0.30,0.30,0.30,0.30,,,0,2018_02_27-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180304,2018-03-04,2018-03-04,LANDSAT_8,84.94,43.35,6.82,2.03,0.79,0.79,1863.00,1863.00,0,2018_03_04-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180304T104019_20180304T104407_T31TCH,2018-03-04,2018-03-04,SENTINEL_2,99.99,43.36,6.08,1.66,0.70,0.70,1863.00,1863.00,0,2018_03_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180307T105019_20180307T105016_T31TCH,2018-03-07,2018-03-07,SENTINEL_2,53.49,1.06,0.04,0.04,0.04,0.04,,,0,2018_03_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180309T104021_20180309T104022_T31TCH,2018-03-09,2018-03-09,SENTINEL_2,2.59,1.04,0.04,0.04,0.04,0.04,,,0,2018_03_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180312T105021_20180312T105344_T31TCH,2018-03-12,2018-03-12,SENTINEL_2,75.38,1.33,0.06,0.06,0.06,0.06,,,0,2018_03_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180314T104019_20180314T104014_T31TCH,2018-03-14,2018-03-14,SENTINEL_2,32.07,30.47,14.69,12.83,8.94,3.84,2035.00,2035.00,5,2018_03_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180317T105019_20180317T105355_T31TCH,2018-03-17,2018-03-17,SENTINEL_2,92.79,0.66,0.66,0.66,0.66,0.66,,,0,2018_03_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180319T104021_20180319T104019_T31TCH,2018-03-19,2018-03-19,SENTINEL_2,3.37,0.24,0.24,0.24,0.24,0.24,,,0,2018_03_19-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180320,2018-03-20,2018-03-20,LANDSAT_8,20.34,0.20,0.20,0.20,0.20,0.20,,,0,2018_03_20-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180322T105021_20180322T105809_T31TCH,2018-03-22,2018-03-22,SENTINEL_2,82.74,17.09,3.79,3.69,3.59,0.01,1731.00,1731.00,2,2018_03_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180324T104019_20180324T104016_T31TCH,2018-03-24,2018-03-24,SENTINEL_2,89.00,51.80,27.53,19.27,17.08,5.90,1863.00,1895.00,5,2018_03_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180327T105019_20180327T105022_T31TCH,2018-03-27,2018-03-27,SENTINEL_2,66.49,18.12,2.73,1.18,0.47,0.47,2023.00,2039.00,0,2018_03_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180329T104021_20180329T104021_T31TCH,2018-03-29,2018-03-29,SENTINEL_2,31.21,0.57,0.57,0.57,0.57,0.57,,,0,2018_03_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180401T105031_20180401T105529_T31TCH,2018-04-01,2018-04-01,SENTINEL_2,3.65,0.86,0.86,0.86,0.86,0.86,,,0,2018_04_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180403T104019_20180403T104105_T31TCH,2018-04-03,2018-04-03,SENTINEL_2,83.47,0.05,0.05,0.05,0.05,0.05,,,0,2018_04_03-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180405,2018-04-05,2018-04-05,LANDSAT_8,2.71,1.48,0.16,0.16,0.16,0.16,,,0,2018_04_05-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180406T105029_20180406T105331_T31TCH,2018-04-06,2018-04-06,SENTINEL_2,45.94,1.64,0.06,0.06,0.06,0.06,,,0,2018_04_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180408T104021_20180408T104539_T31TCH,2018-04-08,2018-04-08,SENTINEL_2,99.91,1.64,0.06,0.06,0.06,0.06,,,0,2018_04_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180411T105031_20180411T105027_T31TCH,2018-04-11,2018-04-11,SENTINEL_2,74.58,74.32,51.13,43.10,43.10,41.78,1783.00,1815.00,5,2018_04_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180413T104019_20180413T104443_T31TCH,2018-04-13,2018-04-13,SENTINEL_2,99.76,74.35,51.16,43.12,43.12,1.69,1783.00,1815.00,5,2018_04_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180416T105029_20180416T105619_T31TCH,2018-04-16,2018-04-16,SENTINEL_2,100.00,0.05,0.05,0.05,0.05,0.05,,,0,2018_04_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180418T104021_20180418T104512_T31TCH,2018-04-18,2018-04-18,SENTINEL_2,0.05,0.05,0.05,0.05,0.05,0.05,,,0,2018_04_18-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180421,2018-04-21,2018-04-21,LANDSAT_8,7.36,0.03,0.03,0.03,0.03,0.03,,,0,2018_04_21-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180421T105031_20180421T105629_T31TCH,2018-04-21,2018-04-21,SENTINEL_2,0.15,0.15,0.15,0.15,0.15,0.15,,,0,2018_04_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180423T104019_20180423T104701_T31TCH,2018-04-23,2018-04-23,SENTINEL_2,100.00,0.03,0.03,0.03,0.03,0.03,,,0,2018_04_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180426T105029_20180426T105202_T31TCH,2018-04-26,2018-04-26,SENTINEL_2,1.81,1.66,0.47,0.47,0.47,0.47,,,0,2018_04_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180428T104021_20180428T104024_T31TCH,2018-04-28,2018-04-28,SENTINEL_2,94.32,1.43,0.26,0.26,0.26,0.26,,,0,2018_04_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180501T105031_20180501T105029_T31TCH,2018-05-01,2018-05-01,SENTINEL_2,87.18,73.24,34.39,19.11,14.30,4.89,1979.00,2023.00,5,2018_05_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180503T104019_20180503T104209_T31TCH,2018-05-03,2018-05-03,SENTINEL_2,86.51,77.77,46.37,32.45,27.76,13.57,1923.00,1959.00,5,2018_05_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180506T105029_20180506T105423_T31TCH,2018-05-06,2018-05-06,SENTINEL_2,99.96,75.29,36.22,28.13,25.34,24.38,2075.00,2075.00,5,2018_05_06-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180507,2018-05-07,2018-05-07,LANDSAT_8,77.35,75.30,37.23,28.88,26.01,6.43,2083.00,2083.00,5,2018_05_07-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180508T104031_20180508T104756_T31TCH,2018-05-08,2018-05-08,SENTINEL_2,97.44,75.29,36.22,28.13,25.34,6.26,2075.00,2075.00,5,2018_05_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180511T105031_20180511T105804_T31TCH,2018-05-11,2018-05-11,SENTINEL_2,1.48,0.52,0.52,0.52,0.52,0.52,,,0,2018_05_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180513T104019_20180513T104737_T31TCH,2018-05-13,2018-05-13,SENTINEL_2,47.41,0.70,0.70,0.70,0.70,0.70,,,0,2018_05_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180516T105029_20180516T105351_T31TCH,2018-05-16,2018-05-16,SENTINEL_2,97.33,41.62,9.27,3.72,2.25,1.70,1895.00,1911.00,5,2018_05_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180518T104021_20180518T104737_T31TCH,2018-05-18,2018-05-18,SENTINEL_2,89.45,81.28,50.67,40.31,31.76,17.60,2087.00,2135.00,5,2018_05_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180521T105031_20180521T105702_T31TCH,2018-05-21,2018-05-21,SENTINEL_2,93.55,29.40,6.13,4.46,1.38,1.01,2167.00,2167.00,5,2018_05_21-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180523,2018-05-23,2018-05-23,LANDSAT_8,49.61,29.39,7.00,5.28,1.89,1.38,2199.00,2183.00,5,2018_05_23-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180523T104019_20180523T104124_T31TCH,2018-05-23,2018-05-23,SENTINEL_2,39.83,29.40,6.13,4.65,1.40,1.06,2199.00,2199.00,5,2018_05_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180526T105029_20180526T105635_T31TCH,2018-05-26,2018-05-26,SENTINEL_2,59.24,24.98,4.63,4.07,1.74,0.97,2231.00,2231.00,5,2018_05_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180528T104021_20180528T104834_T31TCH,2018-05-28,2018-05-28,SENTINEL_2,82.06,49.88,20.69,15.82,9.53,7.87,2279.00,2279.00,5,2018_05_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180531T105031_20180531T105256_T31TCH,2018-05-31,2018-05-31,SENTINEL_2,96.29,78.61,47.05,39.57,28.74,28.42,2291.00,2299.00,5,2018_05_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180602T104019_20180602T104102_T31TCH,2018-06-02,2018-06-02,SENTINEL_2,99.34,84.44,60.10,53.17,46.40,43.41,2215.00,2263.00,5,2018_06_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180605T105029_20180605T105654_T31TCH,2018-06-05,2018-06-05,SENTINEL_2,88.46,87.80,71.04,64.85,60.80,56.58,2167.00,2231.00,5,2018_06_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180607T104021_20180607T104022_T31TCH,2018-06-07,2018-06-07,SENTINEL_2,99.74,83.05,58.40,52.40,47.26,35.80,2311.00,2311.00,5,2018_06_07-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180608,2018-06-08,2018-06-08,LANDSAT_8,92.60,92.30,68.02,60.18,57.30,44.41,2339.00,2339.00,5,2018_06_08-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180610T105031_20180610T105714_T31TCH,2018-06-10,2018-06-10,SENTINEL_2,99.92,92.51,68.43,60.62,58.44,39.74,2339.00,2339.00,5,2018_06_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180612T104019_20180612T104356_T31TCH,2018-06-12,2018-06-12,SENTINEL_2,99.98,71.80,51.84,50.97,43.79,1.21,2379.00,2387.00,5,2018_06_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180615T105029_20180615T105401_T31TCH,2018-06-15,2018-06-15,SENTINEL_2,71.84,43.86,33.15,32.61,27.10,0.11,2403.00,2403.00,2,2018_06_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180617T104021_20180617T104321_T31TCH,2018-06-17,2018-06-17,SENTINEL_2,55.90,0.46,0.46,0.46,0.46,0.46,,,0,2018_06_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180620T105031_20180620T105211_T31TCH,2018-06-20,2018-06-20,SENTINEL_2,10.78,0.71,0.71,0.71,0.71,0.71,,,0,2018_06_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180622T104019_20180622T104021_T31TCH,2018-06-22,2018-06-22,SENTINEL_2,32.00,1.93,0.02,0.02,0.02,0.02,,,0,2018_06_22-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20180624,2018-06-24,2018-06-24,LANDSAT_8,12.09,0.00,0.00,0.00,0.00,0.00,,,0,2018_06_24-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20180625T105029_20180625T105253_T31TCH,2018-06-25,2018-06-25,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2018_06_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180627T104021_20180627T104837_T31TCH,2018-06-27,2018-06-27,SENTINEL_2,1.34,0.00,0.00,0.00,0.00,0.00,,,0,2018_06_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20180630T105031_20180630T105440_T31TCH,2018-06-30,2018-06-30,SENTINEL_2,7.30,0.00,0.00,0.00,0.00,0.00,,,0,2018_06_30-Sentinel2
