ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20231116T105229_20231116T105227_T31TCH,2023-11-16,2023-11-16,SENTINEL_2,95.03,0.04,0.04,0.04,0.04,0.04,,,0,2023_11_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231118T104321_20231118T104432_T31TCH,2023-11-18,2023-11-18,SENTINEL_2,0.16,0.16,0.16,0.16,0.16,0.16,,,0,2023_11_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231121T105341_20231121T105610_T31TCH,2023-11-21,2023-11-21,SENTINEL_2,76.13,0.00,0.00,0.00,0.00,0.00,,,0,2023_11_21-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20231121,2023-11-21,2023-11-21,LANDSAT_9,3.29,0.00,0.00,0.00,0.00,0.00,,,0,2023_11_21-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20231126T105309_20231126T105303_T31TCH,2023-11-26,2023-11-26,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_11_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231128T104401_20231128T104509_T31TCH,2023-11-28,2023-11-28,SENTINEL_2,90.52,0.00,0.00,0.00,0.00,0.00,,,0,2023_11_28-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20231129,2023-11-29,2023-11-29,LANDSAT_8,8.87,6.02,0.24,0.24,0.24,0.24,,,0,2023_11_29-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20231201T105411_20231201T105433_T31TCH,2023-12-01,2023-12-01,SENTINEL_2,100.00,0.08,0.08,0.08,0.08,0.08,,,0,2023_12_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231203T104319_20231203T104321_T31TCH,2023-12-03,2023-12-03,SENTINEL_2,2.76,0.00,0.00,0.00,0.00,0.00,,,0,2023_12_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231206T105339_20231206T105804_T31TCH,2023-12-06,2023-12-06,SENTINEL_2,0.11,0.11,0.11,0.11,0.11,0.11,,,0,2023_12_06-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20231207,2023-12-07,2023-12-07,LANDSAT_9,61.20,0.06,0.06,0.06,0.06,0.06,,,0,2023_12_07-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20231208T104421_20231208T104431_T31TCH,2023-12-08,2023-12-08,SENTINEL_2,78.72,0.06,0.06,0.06,0.06,0.06,,,0,2023_12_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231211T105431_20231211T105433_T31TCH,2023-12-11,2023-12-11,SENTINEL_2,69.54,16.13,1.19,0.62,0.62,0.62,2039.00,,0,2023_12_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231213T104339_20231213T104341_T31TCH,2023-12-13,2023-12-13,SENTINEL_2,33.07,2.15,0.04,0.04,0.04,0.04,,,0,2023_12_13-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20231215,2023-12-15,2023-12-15,LANDSAT_8,6.54,0.00,0.00,0.00,0.00,0.00,,,0,2023_12_15-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20231216T105349_20231216T105350_T31TCH,2023-12-16,2023-12-16,SENTINEL_2,0.16,0.16,0.16,0.16,0.16,0.16,,,0,2023_12_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231218T104441_20231218T104440_T31TCH,2023-12-18,2023-12-18,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2023_12_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231221T105441_20231221T105744_T31TCH,2023-12-21,2023-12-21,SENTINEL_2,32.81,0.10,0.10,0.10,0.10,0.10,,,0,2023_12_21-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20231223,2023-12-23,2023-12-23,LANDSAT_9,7.45,0.10,0.10,0.10,0.10,0.10,,,0,2023_12_23-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20231223T104349_20231223T104351_T31TCH,2023-12-23,2023-12-23,SENTINEL_2,0.85,0.85,0.85,0.85,0.85,0.85,,,0,2023_12_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231226T105359_20231226T105355_T31TCH,2023-12-26,2023-12-26,SENTINEL_2,0.49,0.49,0.49,0.49,0.49,0.49,,,0,2023_12_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231228T104441_20231228T104441_T31TCH,2023-12-28,2023-12-28,SENTINEL_2,100.00,0.49,0.49,0.49,0.49,0.49,,,0,2023_12_28-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20231231,2023-12-31,2023-12-31,LANDSAT_8,84.23,77.45,42.44,35.28,28.13,8.65,2119.00,2135.00,5,2023_12_31-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20231231T105441_20231231T105442_T31TCH,2023-12-31,2023-12-31,SENTINEL_2,90.47,77.45,41.28,34.34,27.47,8.53,2119.00,2135.00,5,2023_12_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240102T104349_20240102T104343_T31TCH,2024-01-02,2024-01-02,SENTINEL_2,98.19,77.45,41.28,34.29,27.44,16.16,2119.00,2135.00,5,2024_01_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240105T105339_20240105T105340_T31TCH,2024-01-05,2024-01-05,SENTINEL_2,65.08,48.98,13.01,6.10,4.07,2.55,1799.00,1815.00,5,2024_01_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240107T104431_20240107T104432_T31TCH,2024-01-07,2024-01-07,SENTINEL_2,77.70,19.64,1.27,0.67,0.67,0.67,1751.00,,0,2024_01_07-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240108,2024-01-08,2024-01-08,LANDSAT_9,38.23,29.00,3.57,1.87,1.27,0.59,1735.00,1735.00,3,2024_01_08-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240110T105421_20240110T105435_T31TCH,2024-01-10,2024-01-10,SENTINEL_2,99.80,0.49,0.49,0.49,0.49,0.49,,,0,2024_01_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240112T104319_20240112T104318_T31TCH,2024-01-12,2024-01-12,SENTINEL_2,1.15,0.49,0.49,0.49,0.49,0.49,,,0,2024_01_12-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240116,2024-01-16,2024-01-16,LANDSAT_8,39.82,0.15,0.15,0.15,0.15,0.15,,,0,2024_01_16-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240117T104351_20240117T104428_T31TCH,2024-01-17,2024-01-17,SENTINEL_2,98.09,0.56,0.56,0.56,0.56,0.56,,,0,2024_01_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240120T105341_20240120T105433_T31TCH,2024-01-20,2024-01-20,SENTINEL_2,17.27,14.27,0.78,0.78,0.78,0.78,,,0,2024_01_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240122T104249_20240122T104244_T31TCH,2024-01-22,2024-01-22,SENTINEL_2,82.70,1.36,0.02,0.02,0.02,0.02,,,0,2024_01_22-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240124,2024-01-24,2024-01-24,LANDSAT_9,8.29,0.00,0.00,0.00,0.00,0.00,,,0,2024_01_24-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240125T105239_20240125T105234_T31TCH,2024-01-25,2024-01-25,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_01_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240127T104311_20240127T104428_T31TCH,2024-01-27,2024-01-27,SENTINEL_2,0.55,0.55,0.55,0.55,0.55,0.55,,,0,2024_01_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240130T105301_20240130T105437_T31TCH,2024-01-30,2024-01-30,SENTINEL_2,67.21,65.06,35.88,32.34,25.62,0.45,2195.00,2187.00,5,2024_01_30-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240201,2024-02-01,2024-02-01,LANDSAT_8,95.48,65.06,37.26,33.32,26.68,0.78,2203.00,2195.00,2,2024_02_01-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240201T104159_20240201T104520_T31TCH,2024-02-01,2024-02-01,SENTINEL_2,100.00,65.06,35.88,32.34,25.62,0.74,2195.00,2187.00,2,2024_02_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240204T105139_20240204T105432_T31TCH,2024-02-04,2024-02-04,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_02_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240206T104221_20240206T104338_T31TCH,2024-02-06,2024-02-06,SENTINEL_2,41.70,0.00,0.00,0.00,0.00,0.00,,,0,2024_02_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240209T105211_20240209T105437_T31TCH,2024-02-09,2024-02-09,SENTINEL_2,98.87,39.54,16.91,15.80,11.34,0.83,2099.00,2091.00,2,2024_02_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240211T104059_20240211T104456_T31TCH,2024-02-11,2024-02-11,SENTINEL_2,92.58,0.47,0.47,0.47,0.47,0.47,,,0,2024_02_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240214T105049_20240214T105801_T31TCH,2024-02-14,2024-02-14,SENTINEL_2,0.50,0.50,0.50,0.50,0.50,0.50,,,0,2024_02_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240216T104121_20240216T104236_T31TCH,2024-02-16,2024-02-16,SENTINEL_2,100.00,0.19,0.19,0.19,0.19,0.19,,,0,2024_02_16-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240217,2024-02-17,2024-02-17,LANDSAT_8,10.30,9.14,0.45,0.45,0.45,0.45,,,0,2024_02_17-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240219T105111_20240219T105341_T31TCH,2024-02-19,2024-02-19,SENTINEL_2,83.01,9.13,0.17,0.17,0.17,0.17,,,0,2024_02_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240221T103959_20240221T104315_T31TCH,2024-02-21,2024-02-21,SENTINEL_2,100.00,59.88,23.44,16.01,11.52,0.51,1895.00,1895.00,5,2024_02_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240224T104939_20240224T105529_T31TCH,2024-02-24,2024-02-24,SENTINEL_2,70.81,0.00,0.00,0.00,0.00,0.00,,,0,2024_02_24-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240225,2024-02-25,2024-02-25,LANDSAT_9,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_02_25-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240226T104011_20240226T104121_T31TCH,2024-02-26,2024-02-26,SENTINEL_2,83.21,0.00,0.00,0.00,0.00,0.00,,,0,2024_02_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240229T105001_20240229T105231_T31TCH,2024-02-29,2024-02-29,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2024_02_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240302T103839_20240302T103840_T31TCH,2024-03-02,2024-03-02,SENTINEL_2,99.03,0.00,0.00,0.00,0.00,0.00,,,0,2024_03_02-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240304,2024-03-04,2024-03-04,LANDSAT_8,14.77,9.76,2.17,1.43,0.54,0.54,1767.00,1783.00,0,2024_03_04-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240305T104819_20240305T105512_T31TCH,2024-03-05,2024-03-05,SENTINEL_2,34.19,9.75,1.94,1.28,0.52,0.52,1831.00,1831.00,0,2024_03_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240307T103911_20240307T104021_T31TCH,2024-03-07,2024-03-07,SENTINEL_2,99.95,9.75,1.94,1.28,0.52,0.52,1831.00,1831.00,0,2024_03_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240310T104841_20240310T105043_T31TCH,2024-03-10,2024-03-10,SENTINEL_2,70.54,0.04,0.04,0.04,0.04,0.04,,,0,2024_03_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240312T103729_20240312T104806_T31TCH,2024-03-12,2024-03-12,SENTINEL_2,2.06,0.04,0.04,0.04,0.04,0.04,,,0,2024_03_12-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240312,2024-03-12,2024-03-12,LANDSAT_9,2.23,0.04,0.04,0.04,0.04,0.04,,,0,2024_03_12-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240315T104709_20240315T105537_T31TCH,2024-03-15,2024-03-15,SENTINEL_2,33.51,0.16,0.16,0.16,0.16,0.16,,,0,2024_03_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240317T103751_20240317T103905_T31TCH,2024-03-17,2024-03-17,SENTINEL_2,42.21,12.73,2.08,1.96,0.39,0.39,2039.00,2039.00,0,2024_03_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240320T104741_20240320T104830_T31TCH,2024-03-20,2024-03-20,SENTINEL_2,34.24,26.54,7.96,7.90,4.22,0.13,2115.00,2115.00,3,2024_03_20-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240320,2024-03-20,2024-03-20,LANDSAT_8,46.80,26.51,8.48,8.36,4.45,0.14,2115.00,2115.00,3,2024_03_20-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240322T103639_20240322T104640_T31TCH,2024-03-22,2024-03-22,SENTINEL_2,60.22,26.54,7.96,7.90,4.22,0.20,2115.00,2115.00,2,2024_03_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240325T104639_20240325T105612_T31TCH,2024-03-25,2024-03-25,SENTINEL_2,100.00,60.22,42.09,39.41,35.94,0.72,2171.00,2155.00,4,2024_03_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240327T103641_20240327T104857_T31TCH,2024-03-27,2024-03-27,SENTINEL_2,100.00,69.35,31.90,19.89,18.77,18.66,1835.00,1867.00,5,2024_03_27-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240328,2024-03-28,2024-03-28,LANDSAT_9,69.34,45.29,13.51,9.21,6.96,0.47,1891.00,1899.00,5,2024_03_28-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240330T104621_20240330T105546_T31TCH,2024-03-30,2024-03-30,SENTINEL_2,64.56,13.96,1.91,1.52,0.85,0.85,1895.00,1895.00,0,2024_03_30-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240401T103619_20240401T104728_T31TCH,2024-04-01,2024-04-01,SENTINEL_2,29.64,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240404T104619_20240404T105739_T31TCH,2024-04-04,2024-04-04,SENTINEL_2,0.04,0.04,0.04,0.04,0.04,0.04,,,0,2024_04_04-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240405,2024-04-05,2024-04-05,LANDSAT_8,44.21,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_05-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240406T103621_20240406T104427_T31TCH,2024-04-06,2024-04-06,SENTINEL_2,99.71,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240409T104621_20240409T105849_T31TCH,2024-04-09,2024-04-09,SENTINEL_2,20.89,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240411T103619_20240411T104617_T31TCH,2024-04-11,2024-04-11,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_11-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240413,2024-04-13,2024-04-13,LANDSAT_9,20.64,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_13-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240414T104619_20240414T105854_T31TCH,2024-04-14,2024-04-14,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240416T104021_20240416T104023_T31TCH,2024-04-16,2024-04-16,SENTINEL_2,0.30,0.30,0.30,0.30,0.30,0.30,,,0,2024_04_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240419T104621_20240419T105857_T31TCH,2024-04-19,2024-04-19,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_19-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240421,2024-04-21,2024-04-21,LANDSAT_8,21.32,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_21-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240421T103629_20240421T104908_T31TCH,2024-04-21,2024-04-21,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_04_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240424T104619_20240424T105848_T31TCH,2024-04-24,2024-04-24,SENTINEL_2,74.41,14.58,0.16,0.16,0.16,0.16,,,0,2024_04_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240426T104021_20240426T104022_T31TCH,2024-04-26,2024-04-26,SENTINEL_2,91.11,65.43,36.96,26.81,23.28,20.49,2055.00,2071.00,5,2024_04_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240429T105031_20240429T105027_T31TCH,2024-04-29,2024-04-29,SENTINEL_2,99.62,76.61,47.73,37.98,32.45,28.42,2103.00,2135.00,5,2024_04_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240501T103619_20240501T104845_T31TCH,2024-05-01,2024-05-01,SENTINEL_2,84.30,54.33,28.27,24.11,17.21,3.75,2183.00,2199.00,5,2024_05_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240504T104619_20240504T105854_T31TCH,2024-05-04,2024-05-04,SENTINEL_2,63.73,49.60,21.60,18.83,11.06,2.12,2231.00,2231.00,5,2024_05_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240506T104031_20240506T104029_T31TCH,2024-05-06,2024-05-06,SENTINEL_2,87.62,44.25,14.54,13.20,7.11,0.54,2151.00,2151.00,5,2024_05_06-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240507,2024-05-07,2024-05-07,LANDSAT_8,75.12,0.00,0.00,0.00,0.00,0.00,,,0,2024_05_07-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240509T105031_20240509T105027_T31TCH,2024-05-09,2024-05-09,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_05_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240511T103629_20240511T103637_T31TCH,2024-05-11,2024-05-11,SENTINEL_2,22.24,0.00,0.00,0.00,0.00,0.00,,,0,2024_05_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240514T104619_20240514T105425_T31TCH,2024-05-14,2024-05-14,SENTINEL_2,100.00,92.79,60.49,44.93,42.83,33.81,1963.00,2027.00,5,2024_05_14-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240515,2024-05-15,2024-05-15,LANDSAT_9,93.82,92.79,61.94,46.47,44.30,34.82,1987.00,2051.00,5,2024_05_15-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240516T104021_20240516T104855_T31TCH,2024-05-16,2024-05-16,SENTINEL_2,98.91,92.79,60.49,44.93,42.83,24.24,1963.00,2027.00,5,2024_05_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240519T105031_20240519T105554_T31TCH,2024-05-19,2024-05-19,SENTINEL_2,85.58,79.27,35.96,25.47,20.66,11.95,1751.00,1847.00,5,2024_05_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240521T103619_20240521T104907_T31TCH,2024-05-21,2024-05-21,SENTINEL_2,93.82,70.92,22.38,14.30,9.95,6.19,1831.00,1895.00,5,2024_05_21-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240523,2024-05-23,2024-05-23,LANDSAT_8,88.41,82.40,41.43,30.95,26.35,21.23,1939.00,2035.00,5,2024_05_23-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20240524T104619_20240524T105824_T31TCH,2024-05-24,2024-05-24,SENTINEL_2,99.03,80.15,42.18,32.04,28.60,23.29,1907.00,1995.00,5,2024_05_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240526T104021_20240526T104832_T31TCH,2024-05-26,2024-05-26,SENTINEL_2,90.21,80.15,42.18,32.07,28.62,0.32,1907.00,1995.00,5,2024_05_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240529T105031_20240529T105308_T31TCH,2024-05-29,2024-05-29,SENTINEL_2,100.00,0.90,0.90,0.90,0.90,0.90,,,0,2024_05_29-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20240531,2024-05-31,2024-05-31,LANDSAT_9,11.42,0.91,0.91,0.91,0.91,0.91,,,0,2024_05_31-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20240531T103629_20240531T104213_T31TCH,2024-05-31,2024-05-31,SENTINEL_2,1.11,0.90,0.90,0.90,0.90,0.90,,,0,2024_05_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240603T104619_20240603T105356_T31TCH,2024-06-03,2024-06-03,SENTINEL_2,44.49,2.61,0.19,0.19,0.19,0.19,,,0,2024_06_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20240605T104031_20240605T104427_T31TCH,2024-06-05,2024-06-05,SENTINEL_2,30.75,2.54,0.04,0.04,0.04,0.04,,,0,2024_06_05-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20240608,2024-06-08,2024-06-08,LANDSAT_8,10.73,0.42,0.42,0.42,0.42,0.42,,,0,2024_06_08-Landsat8
