ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20181214T104431_20181214T104430_T31TCH,2018-12-14,2018-12-14,SENTINEL_2,91.48,2.61,0.09,0.09,0.09,0.09,,,0,2018_12_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20181217T105441_20181217T105437_T31TCH,2018-12-17,2018-12-17,SENTINEL_2,4.21,0.02,0.02,0.02,0.02,0.02,,,0,2018_12_17-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20181217,2018-12-17,2018-12-17,LANDSAT_8,5.48,0.02,0.02,0.02,0.02,0.02,,,0,2018_12_17-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20181219T104439_20181219T104439_T31TCH,2018-12-19,2018-12-19,SENTINEL_2,9.53,0.02,0.02,0.02,0.02,0.02,,,0,2018_12_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20181222T105449_20181222T105730_T31TCH,2018-12-22,2018-12-22,SENTINEL_2,23.78,3.30,0.03,0.03,0.03,0.03,,,0,2018_12_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20181224T104441_20181224T104437_T31TCH,2018-12-24,2018-12-24,SENTINEL_2,91.65,0.00,0.00,0.00,0.00,0.00,,,0,2018_12_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20181227T105441_20181227T105439_T31TCH,2018-12-27,2018-12-27,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2018_12_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20181229T104439_20181229T104438_T31TCH,2018-12-29,2018-12-29,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2018_12_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190101T105439_20190101T105645_T31TCH,2019-01-01,2019-01-01,SENTINEL_2,0.28,0.28,0.28,0.28,0.28,0.28,,,0,2019_01_01-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190102,2019-01-02,2019-01-02,LANDSAT_8,12.38,0.01,0.01,0.01,0.01,0.01,,,0,2019_01_02-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190103T104431_20190103T104708_T31TCH,2019-01-03,2019-01-03,SENTINEL_2,0.07,0.07,0.07,0.07,0.07,0.07,,,0,2019_01_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190106T105431_20190106T105433_T31TCH,2019-01-06,2019-01-06,SENTINEL_2,0.57,0.57,0.57,0.57,0.57,0.57,,,0,2019_01_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190108T104429_20190108T104424_T31TCH,2019-01-08,2019-01-08,SENTINEL_2,87.84,0.00,0.00,0.00,0.00,0.00,,,0,2019_01_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190111T105419_20190111T105807_T31TCH,2019-01-11,2019-01-11,SENTINEL_2,0.05,0.05,0.05,0.05,0.05,0.05,,,0,2019_01_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190113T104411_20190113T104748_T31TCH,2019-01-13,2019-01-13,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_01_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190116T105401_20190116T105431_T31TCH,2019-01-16,2019-01-16,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_01_16-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190118,2019-01-18,2019-01-18,LANDSAT_8,50.07,0.00,0.00,0.00,0.00,0.00,,,0,2019_01_18-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190118T104359_20190118T104835_T31TCH,2019-01-18,2019-01-18,SENTINEL_2,74.70,0.00,0.00,0.00,0.00,0.00,,,0,2019_01_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190121T105349_20190121T105535_T31TCH,2019-01-21,2019-01-21,SENTINEL_2,78.84,36.83,11.87,9.39,6.70,0.69,1899.00,1899.00,4,2019_01_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190123T104331_20190123T104426_T31TCH,2019-01-23,2019-01-23,SENTINEL_2,100.00,1.23,0.02,0.02,0.02,0.02,,,0,2019_01_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190126T105321_20190126T105420_T31TCH,2019-01-26,2019-01-26,SENTINEL_2,1.33,1.18,0.01,0.01,0.01,0.01,,,0,2019_01_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190128T104309_20190128T104651_T31TCH,2019-01-28,2019-01-28,SENTINEL_2,95.76,1.10,0.01,0.01,0.01,0.01,,,0,2019_01_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190131T105259_20190131T105301_T31TCH,2019-01-31,2019-01-31,SENTINEL_2,95.70,82.02,49.77,29.79,29.79,14.79,1527.00,1607.00,5,2019_01_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190202T104241_20190202T104242_T31TCH,2019-02-02,2019-02-02,SENTINEL_2,89.03,22.76,0.97,0.97,0.97,0.97,,,0,2019_02_02-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190203,2019-02-03,2019-02-03,LANDSAT_8,27.28,19.16,0.58,0.58,0.58,0.58,,,0,2019_02_03-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190205T105231_20190205T105330_T31TCH,2019-02-05,2019-02-05,SENTINEL_2,73.42,0.26,0.26,0.26,0.26,0.26,,,0,2019_02_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190207T104219_20190207T104637_T31TCH,2019-02-07,2019-02-07,SENTINEL_2,2.16,0.11,0.11,0.11,0.11,0.11,,,0,2019_02_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190210T105209_20190210T105626_T31TCH,2019-02-10,2019-02-10,SENTINEL_2,55.52,0.00,0.00,0.00,0.00,0.00,,,0,2019_02_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190212T104141_20190212T104426_T31TCH,2019-02-12,2019-02-12,SENTINEL_2,0.04,0.04,0.04,0.04,0.04,0.04,,,0,2019_02_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190215T105131_20190215T105754_T31TCH,2019-02-15,2019-02-15,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_02_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190217T104119_20190217T104422_T31TCH,2019-02-17,2019-02-17,SENTINEL_2,0.03,0.03,0.03,0.03,0.03,0.03,,,0,2019_02_17-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190219,2019-02-19,2019-02-19,LANDSAT_8,5.14,0.01,0.01,0.01,0.01,0.01,,,0,2019_02_19-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190220T105059_20190220T105057_T31TCH,2019-02-20,2019-02-20,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2019_02_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190222T104041_20190222T104036_T31TCH,2019-02-22,2019-02-22,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0,2019_02_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190225T105021_20190225T105315_T31TCH,2019-02-25,2019-02-25,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_02_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190227T104019_20190227T104021_T31TCH,2019-02-27,2019-02-27,SENTINEL_2,0.03,0.03,0.03,0.03,0.03,0.03,,,0,2019_02_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190302T105029_20190302T105637_T31TCH,2019-03-02,2019-03-02,SENTINEL_2,0.73,0.73,0.73,0.73,0.73,0.73,,,0,2019_03_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190304T104021_20190304T104220_T31TCH,2019-03-04,2019-03-04,SENTINEL_2,29.62,0.19,0.19,0.19,0.19,0.19,,,0,2019_03_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190307T105021_20190307T105430_T31TCH,2019-03-07,2019-03-07,SENTINEL_2,33.99,18.44,5.07,4.49,2.41,1.18,2007.00,2007.00,5,2019_03_07-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190307,2019-03-07,2019-03-07,LANDSAT_8,27.91,18.43,5.47,4.53,2.47,1.20,1943.00,1927.00,5,2019_03_07-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190309T104019_20190309T104019_T31TCH,2019-03-09,2019-03-09,SENTINEL_2,99.24,18.44,5.07,4.49,2.41,0.01,2007.00,2007.00,3,2019_03_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190312T105119_20190312T105121_T31TCH,2019-03-12,2019-03-12,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_03_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190314T104021_20190314T104619_T31TCH,2019-03-14,2019-03-14,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0,2019_03_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190317T105021_20190317T105035_T31TCH,2019-03-17,2019-03-17,SENTINEL_2,1.74,0.01,0.01,0.01,0.01,0.01,,,0,2019_03_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190319T104019_20190319T104101_T31TCH,2019-03-19,2019-03-19,SENTINEL_2,97.41,0.00,0.00,0.00,0.00,0.00,,,0,2019_03_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190322T105029_20190322T105540_T31TCH,2019-03-22,2019-03-22,SENTINEL_2,0.08,0.08,0.08,0.08,0.08,0.08,,,0,2019_03_22-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190323,2019-03-23,2019-03-23,LANDSAT_8,13.42,0.00,0.00,0.00,0.00,0.00,,,0,2019_03_23-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190324T104021_20190324T104904_T31TCH,2019-03-24,2019-03-24,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_03_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190327T105031_20190327T105026_T31TCH,2019-03-27,2019-03-27,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_03_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190329T104029_20190329T104024_T31TCH,2019-03-29,2019-03-29,SENTINEL_2,78.12,0.00,0.00,0.00,0.00,0.00,,,0,2019_03_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190401T105029_20190401T105221_T31TCH,2019-04-01,2019-04-01,SENTINEL_2,93.24,71.95,36.17,27.59,21.27,0.50,2107.00,2123.00,4,2019_04_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190403T104021_20190403T104855_T31TCH,2019-04-03,2019-04-03,SENTINEL_2,99.59,91.53,71.46,59.07,55.32,20.28,1979.00,2027.00,5,2019_04_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190406T105031_20190406T105028_T31TCH,2019-04-06,2019-04-06,SENTINEL_2,98.51,79.45,51.43,38.82,37.98,17.57,1979.00,2011.00,5,2019_04_06-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190408,2019-04-08,2019-04-08,LANDSAT_8,81.19,79.46,52.38,39.74,38.85,29.37,1987.00,2011.00,5,2019_04_08-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190408T104029_20190408T104058_T31TCH,2019-04-08,2019-04-08,SENTINEL_2,99.20,79.45,51.43,38.82,37.98,28.60,1979.00,2011.00,5,2019_04_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190411T105029_20190411T105100_T31TCH,2019-04-11,2019-04-11,SENTINEL_2,90.81,0.08,0.08,0.08,0.08,0.08,,,0,2019_04_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190413T104021_20190413T104505_T31TCH,2019-04-13,2019-04-13,SENTINEL_2,0.09,0.09,0.09,0.09,0.09,0.09,,,0,2019_04_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190416T105031_20190416T105029_T31TCH,2019-04-16,2019-04-16,SENTINEL_2,94.90,0.09,0.09,0.09,0.09,0.09,,,0,2019_04_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190418T104029_20190418T104115_T31TCH,2019-04-18,2019-04-18,SENTINEL_2,100.00,91.96,72.10,60.71,58.14,21.00,2091.00,2139.00,5,2019_04_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190421T105039_20190421T105033_T31TCH,2019-04-21,2019-04-21,SENTINEL_2,96.78,96.40,84.54,75.93,73.33,25.76,2155.00,2195.00,5,2019_04_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190423T104031_20190423T104025_T31TCH,2019-04-23,2019-04-23,SENTINEL_2,99.61,49.60,20.98,14.40,13.55,11.98,1799.00,1815.00,5,2019_04_23-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190424,2019-04-24,2019-04-24,LANDSAT_8,51.18,47.40,20.26,13.49,11.69,10.23,1815.00,1831.00,5,2019_04_24-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190426T105031_20190426T105613_T31TCH,2019-04-26,2019-04-26,SENTINEL_2,91.11,0.19,0.19,0.19,0.19,0.19,,,0,2019_04_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190428T104029_20190428T104242_T31TCH,2019-04-28,2019-04-28,SENTINEL_2,0.75,0.75,0.75,0.75,0.75,0.75,,,0,2019_04_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190501T105039_20190501T105819_T31TCH,2019-05-01,2019-05-01,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_05_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190503T104031_20190503T104710_T31TCH,2019-05-03,2019-05-03,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_05_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190506T105031_20190506T105031_T31TCH,2019-05-06,2019-05-06,SENTINEL_2,0.17,0.17,0.17,0.17,0.17,0.17,,,0,2019_05_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190508T104029_20190508T104728_T31TCH,2019-05-08,2019-05-08,SENTINEL_2,95.78,0.17,0.17,0.17,0.17,0.17,,,0,2019_05_08-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190510,2019-05-10,2019-05-10,LANDSAT_8,99.10,88.91,61.53,52.06,45.94,1.20,2211.00,2227.00,5,2019_05_10-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190511T105039_20190511T105205_T31TCH,2019-05-11,2019-05-11,SENTINEL_2,93.72,0.00,0.00,0.00,0.00,0.00,,,0,2019_05_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190513T104031_20190513T104742_T31TCH,2019-05-13,2019-05-13,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_05_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190516T105031_20190516T105030_T31TCH,2019-05-16,2019-05-16,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2019_05_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190518T104029_20190518T104031_T31TCH,2019-05-18,2019-05-18,SENTINEL_2,99.70,0.00,0.00,0.00,0.00,0.00,,,0,2019_05_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190523T104031_20190523T104739_T31TCH,2019-05-23,2019-05-23,SENTINEL_2,6.94,6.77,0.69,0.69,0.69,0.69,,,0,2019_05_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190526T105031_20190526T105519_T31TCH,2019-05-26,2019-05-26,SENTINEL_2,94.96,7.40,2.45,1.60,1.08,1.01,2359.00,2359.00,5,2019_05_26-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190526,2019-05-26,2019-05-26,LANDSAT_8,84.55,7.42,2.60,1.67,1.17,1.08,2355.00,2347.00,5,2019_05_26-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190528T104029_20190528T104522_T31TCH,2019-05-28,2019-05-28,SENTINEL_2,7.54,7.40,2.45,1.69,1.13,0.48,2391.00,2375.00,3,2019_05_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190531T105039_20190531T105900_T31TCH,2019-05-31,2019-05-31,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_05_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190602T104031_20190602T104459_T31TCH,2019-06-02,2019-06-02,SENTINEL_2,26.94,0.00,0.00,0.00,0.00,0.00,,,0,2019_06_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190605T105031_20190605T105539_T31TCH,2019-06-05,2019-06-05,SENTINEL_2,98.78,24.14,6.03,4.34,2.39,0.47,2407.00,2407.00,2,2019_06_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190607T104029_20190607T104533_T31TCH,2019-06-07,2019-06-07,SENTINEL_2,92.40,75.09,41.50,37.25,28.01,0.01,2267.00,2295.00,3,2019_06_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190610T105039_20190610T105331_T31TCH,2019-06-10,2019-06-10,SENTINEL_2,83.11,13.42,1.77,1.37,0.11,0.11,2231.00,2231.00,0,2019_06_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190612T104031_20190612T104220_T31TCH,2019-06-12,2019-06-12,SENTINEL_2,15.76,2.17,0.14,0.14,0.14,0.14,,,0,2019_06_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190615T105031_20190615T105149_T31TCH,2019-06-15,2019-06-15,SENTINEL_2,8.03,0.04,0.04,0.04,0.04,0.04,,,0,2019_06_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190617T104029_20190617T104830_T31TCH,2019-06-17,2019-06-17,SENTINEL_2,11.09,0.11,0.11,0.11,0.11,0.11,,,0,2019_06_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190620T105039_20190620T105906_T31TCH,2019-06-20,2019-06-20,SENTINEL_2,69.76,1.86,0.02,0.02,0.02,0.02,,,0,2019_06_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190622T104031_20190622T104026_T31TCH,2019-06-22,2019-06-22,SENTINEL_2,43.50,0.11,0.11,0.11,0.11,0.11,,,0,2019_06_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190625T105031_20190625T105346_T31TCH,2019-06-25,2019-06-25,SENTINEL_2,1.20,0.00,0.00,0.00,0.00,0.00,,,0,2019_06_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20190627T104029_20190627T104030_T31TCH,2019-06-27,2019-06-27,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2019_06_27-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20190627,2019-06-27,2019-06-27,LANDSAT_8,2.06,0.00,0.00,0.00,0.00,0.00,,,0,2019_06_27-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20190630T105039_20190630T105035_T31TCH,2019-06-30,2019-06-30,SENTINEL_2,3.36,0.00,0.00,0.00,0.00,0.00,,,0,2019_06_30-Sentinel2
