ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20200225T104929_20200225T105120_T31TCH,2020-02-25,2020-02-25,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0,2020_02_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200227T104021_20200227T104643_T31TCH,2020-02-27,2020-02-27,SENTINEL_2,68.20,61.49,29.03,20.55,15.04,7.66,2119.00,2151.00,5,2020_02_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200301T105021_20200301T105109_T31TCH,2020-03-01,2020-03-01,SENTINEL_2,90.46,56.66,21.28,13.48,9.03,5.09,2071.00,2087.00,5,2020_03_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200303T103829_20200303T104450_T31TCH,2020-03-03,2020-03-03,SENTINEL_2,93.35,69.63,29.42,16.25,14.32,13.17,1847.00,1879.00,5,2020_03_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200306T104819_20200306T105046_T31TCH,2020-03-06,2020-03-06,SENTINEL_2,82.06,0.07,0.07,0.07,0.07,0.07,,,0,2020_03_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200308T104021_20200308T104402_T31TCH,2020-03-08,2020-03-08,SENTINEL_2,0.07,0.07,0.07,0.07,0.07,0.07,,,0,2020_03_08-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200309,2020-03-09,2020-03-09,LANDSAT_8,31.02,0.00,0.00,0.00,0.00,0.00,,,0,2020_03_09-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200311T105021_20200311T105739_T31TCH,2020-03-11,2020-03-11,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2020_03_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200313T103719_20200313T104333_T31TCH,2020-03-13,2020-03-13,SENTINEL_2,97.23,0.00,0.00,0.00,0.00,0.00,,,0,2020_03_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200316T104709_20200316T105222_T31TCH,2020-03-16,2020-03-16,SENTINEL_2,99.86,81.84,66.82,61.27,59.96,0.57,2179.00,2179.00,4,2020_03_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200318T104021_20200318T104818_T31TCH,2020-03-18,2020-03-18,SENTINEL_2,83.48,1.06,0.09,0.09,0.09,0.09,,,0,2020_03_18-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200321T105021_20200321T105359_T31TCH,2020-03-21,2020-03-21,SENTINEL_2,1.06,1.06,0.09,0.09,0.09,0.09,,,0,2020_03_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200323T103639_20200323T104515_T31TCH,2020-03-23,2020-03-23,SENTINEL_2,95.17,0.86,0.86,0.86,0.86,0.86,,,0,2020_03_23-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200325,2020-03-25,2020-03-25,LANDSAT_8,65.28,38.51,5.33,1.39,1.08,0.03,1703.00,1703.00,2,2020_03_25-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200326T104639_20200326T105300_T31TCH,2020-03-26,2020-03-26,SENTINEL_2,57.28,39.42,5.31,1.29,1.04,0.50,1719.00,1719.00,3,2020_03_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200328T104021_20200328T104145_T31TCH,2020-03-28,2020-03-28,SENTINEL_2,98.17,39.42,5.31,1.29,1.04,0.52,1719.00,1719.00,2,2020_03_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200331T105021_20200331T105124_T31TCH,2020-03-31,2020-03-31,SENTINEL_2,99.55,96.50,81.41,71.93,67.92,18.85,2171.00,2203.00,5,2020_03_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200402T103619_20200402T103949_T31TCH,2020-04-02,2020-04-02,SENTINEL_2,98.75,0.02,0.02,0.02,0.02,0.02,,,0,2020_04_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200405T104619_20200405T105015_T31TCH,2020-04-05,2020-04-05,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0,2020_04_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200407T104021_20200407T104802_T31TCH,2020-04-07,2020-04-07,SENTINEL_2,99.94,0.01,0.01,0.01,0.01,0.01,,,0,2020_04_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200410T105031_20200410T105144_T31TCH,2020-04-10,2020-04-10,SENTINEL_2,50.73,36.92,6.15,3.77,1.46,0.74,2055.00,2055.00,2,2020_04_10-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200410,2020-04-10,2020-04-10,LANDSAT_8,53.41,36.90,7.05,4.04,1.68,0.89,2011.00,2011.00,2,2020_04_10-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200412T103619_20200412T104618_T31TCH,2020-04-12,2020-04-12,SENTINEL_2,99.99,36.92,6.15,3.77,1.46,0.72,2055.00,2055.00,2,2020_04_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200415T104619_20200415T105723_T31TCH,2020-04-15,2020-04-15,SENTINEL_2,3.43,3.01,0.12,0.12,0.12,0.12,,,0,2020_04_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200417T104021_20200417T104818_T31TCH,2020-04-17,2020-04-17,SENTINEL_2,84.71,3.01,0.12,0.12,0.12,0.12,,,0,2020_04_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200420T105031_20200420T105028_T31TCH,2020-04-20,2020-04-20,SENTINEL_2,99.99,80.50,57.77,49.71,40.98,40.98,2243.00,2263.00,5,2020_04_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200422T103619_20200422T104757_T31TCH,2020-04-22,2020-04-22,SENTINEL_2,95.71,90.60,68.77,53.36,50.42,15.98,1703.00,1847.00,5,2020_04_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200425T104619_20200425T105831_T31TCH,2020-04-25,2020-04-25,SENTINEL_2,94.58,88.66,63.23,48.29,45.55,14.33,1687.00,1767.00,5,2020_04_25-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200426,2020-04-26,2020-04-26,LANDSAT_8,93.55,88.66,64.58,50.24,47.54,13.08,1703.00,1783.00,5,2020_04_26-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200427T104031_20200427T104347_T31TCH,2020-04-27,2020-04-27,SENTINEL_2,100.00,88.66,63.23,48.29,45.55,7.22,1687.00,1767.00,5,2020_04_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200430T105031_20200430T105522_T31TCH,2020-04-30,2020-04-30,SENTINEL_2,96.82,40.83,12.83,10.69,3.80,1.00,2327.00,2327.00,2,2020_04_30-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200502T103619_20200502T104550_T31TCH,2020-05-02,2020-05-02,SENTINEL_2,41.10,0.16,0.16,0.16,0.16,0.16,,,0,2020_05_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200505T104619_20200505T105138_T31TCH,2020-05-05,2020-05-05,SENTINEL_2,0.88,0.88,0.88,0.88,0.88,0.88,,,0,2020_05_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200507T104031_20200507T104558_T31TCH,2020-05-07,2020-05-07,SENTINEL_2,7.49,0.03,0.03,0.03,0.03,0.03,,,0,2020_05_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200510T105031_20200510T105205_T31TCH,2020-05-10,2020-05-10,SENTINEL_2,100.00,69.38,43.50,35.47,33.97,0.09,1971.00,2003.00,2,2020_05_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200512T103619_20200512T104132_T31TCH,2020-05-12,2020-05-12,SENTINEL_2,87.66,69.38,43.50,35.47,33.97,32.32,1971.00,2003.00,5,2020_05_12-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200512,2020-05-12,2020-05-12,LANDSAT_8,75.87,69.38,44.26,36.17,34.67,32.97,1971.00,2003.00,5,2020_05_12-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200515T104619_20200515T105621_T31TCH,2020-05-15,2020-05-15,SENTINEL_2,83.32,1.32,0.04,0.04,0.04,0.04,,,0,2020_05_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200517T104031_20200517T104821_T31TCH,2020-05-17,2020-05-17,SENTINEL_2,2.18,0.00,0.00,0.00,0.00,0.00,,,0,2020_05_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200520T105031_20200520T105231_T31TCH,2020-05-20,2020-05-20,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2020_05_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200522T103629_20200522T104828_T31TCH,2020-05-22,2020-05-22,SENTINEL_2,0.33,0.33,0.33,0.33,0.33,0.33,,,0,2020_05_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200525T104619_20200525T105721_T31TCH,2020-05-25,2020-05-25,SENTINEL_2,29.59,0.12,0.12,0.12,0.12,0.12,,,0,2020_05_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200527T104031_20200527T104209_T31TCH,2020-05-27,2020-05-27,SENTINEL_2,30.26,4.92,0.18,0.18,0.18,0.18,,,0,2020_05_27-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200528,2020-05-28,2020-05-28,LANDSAT_8,19.58,3.35,0.17,0.17,0.17,0.17,,,0,2020_05_28-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200530T105031_20200530T105134_T31TCH,2020-05-30,2020-05-30,SENTINEL_2,30.99,5.72,0.18,0.18,0.18,0.18,,,0,2020_05_30-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200601T103629_20200601T104439_T31TCH,2020-06-01,2020-06-01,SENTINEL_2,83.23,27.78,6.68,6.38,2.30,0.82,2407.00,2407.00,2,2020_06_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200604T104619_20200604T105216_T31TCH,2020-06-04,2020-06-04,SENTINEL_2,98.73,75.52,46.49,42.92,34.89,2.24,2135.00,2215.00,5,2020_06_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200606T104031_20200606T104456_T31TCH,2020-06-06,2020-06-06,SENTINEL_2,92.29,90.75,66.94,63.65,54.91,35.82,2059.00,2195.00,5,2020_06_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200609T105031_20200609T105200_T31TCH,2020-06-09,2020-06-09,SENTINEL_2,99.61,91.95,71.57,70.27,57.37,25.47,2427.00,2435.00,5,2020_06_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200611T103629_20200611T104747_T31TCH,2020-06-11,2020-06-11,SENTINEL_2,100.00,91.70,71.10,60.06,57.95,30.13,1783.00,1927.00,5,2020_06_11-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200613,2020-06-13,2020-06-13,LANDSAT_8,92.08,92.04,72.72,61.25,59.26,48.23,1787.00,1939.00,5,2020_06_13-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200614T104629_20200614T105727_T31TCH,2020-06-14,2020-06-14,SENTINEL_2,99.96,92.04,71.91,60.35,58.34,47.47,1783.00,1943.00,5,2020_06_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200616T104031_20200616T104821_T31TCH,2020-06-16,2020-06-16,SENTINEL_2,100.00,92.04,71.91,60.35,58.34,47.51,1783.00,1943.00,5,2020_06_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200619T105031_20200619T105359_T31TCH,2020-06-19,2020-06-19,SENTINEL_2,89.95,0.12,0.12,0.12,0.12,0.12,,,0,2020_06_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200621T103629_20200621T104900_T31TCH,2020-06-21,2020-06-21,SENTINEL_2,0.18,0.18,0.18,0.18,0.18,0.18,,,0,2020_06_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200624T104629_20200624T105850_T31TCH,2020-06-24,2020-06-24,SENTINEL_2,21.03,0.00,0.00,0.00,0.00,0.00,,,0,2020_06_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20200626T104031_20200626T104404_T31TCH,2020-06-26,2020-06-26,SENTINEL_2,1.32,0.20,0.20,0.20,0.20,0.20,,,0,2020_06_26-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20200629,2020-06-29,2020-06-29,LANDSAT_8,89.01,0.92,0.92,0.92,0.92,0.92,,,0,2020_06_29-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20200629T105031_20200629T105217_T31TCH,2020-06-29,2020-06-29,SENTINEL_2,87.48,0.92,0.92,0.92,0.92,0.92,,,0,2020_06_29-Sentinel2
