ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20241031T105109_20241031T105832_T31TCH,2024-10-31,2024-10-31,SENTINEL_2,99.01,89.53,58.76,49.01,43.74,5.86,1815.00,1943.00,5,2024_10_31-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241102T104211_20241102T104320_T31TCH,2024-11-02,2024-11-02,SENTINEL_2,100.00,89.53,58.76,49.01,43.74,3.17,1815.00,1943.00,5,2024_11_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241105T105231_20241105T105438_T31TCH,2024-11-05,2024-11-05,SENTINEL_2,98.52,98.23,92.73,89.01,88.80,8.99,1987.00,2123.00,5,2024_11_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241107T104139_20241107T104136_T31TCH,2024-11-07,2024-11-07,SENTINEL_2,99.99,98.23,92.73,89.01,88.80,1.75,1987.00,2123.00,5,2024_11_07-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20241107,2024-11-07,2024-11-07,LANDSAT_9,99.73,98.23,92.94,89.45,89.25,1.75,1987.00,2115.00,5,2024_11_07-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20241110T105159_20241110T105157_T31TCH,2024-11-10,2024-11-10,SENTINEL_2,80.74,59.53,29.63,21.11,16.42,0.10,2103.00,2135.00,3,2024_11_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241112T104301_20241112T104417_T31TCH,2024-11-12,2024-11-12,SENTINEL_2,65.51,0.01,0.01,0.01,0.01,0.01,,,0,2024_11_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241115T105321_20241115T105441_T31TCH,2024-11-15,2024-11-15,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0,2024_11_15-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20241115,2024-11-15,2024-11-15,LANDSAT_8,13.86,0.00,0.00,0.00,0.00,0.00,,,0,2024_11_15-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20241117T104229_20241117T104228_T31TCH,2024-11-17,2024-11-17,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_11_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241120T105249_20241120T105246_T31TCH,2024-11-20,2024-11-20,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_11_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241122T104351_20241122T104435_T31TCH,2024-11-22,2024-11-22,SENTINEL_2,51.01,5.78,0.08,0.08,0.08,0.08,,,0,2024_11_22-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20241123,2024-11-23,2024-11-23,LANDSAT_9,13.12,5.57,0.28,0.28,0.28,0.28,,,0,2024_11_23-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20241125T105401_20241125T105440_T31TCH,2024-11-25,2024-11-25,SENTINEL_2,96.06,0.00,0.00,0.00,0.00,0.00,,,0,2024_11_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241127T104309_20241127T104745_T31TCH,2024-11-27,2024-11-27,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2024_11_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241130T105329_20241130T105808_T31TCH,2024-11-30,2024-11-30,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0,2024_11_30-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20241201,2024-12-01,2024-12-01,LANDSAT_8,36.59,0.01,0.01,0.01,0.01,0.01,,,0,2024_12_01-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20241202T104421_20241202T104437_T31TCH,2024-12-02,2024-12-02,SENTINEL_2,99.03,0.01,0.01,0.01,0.01,0.01,,,0,2024_12_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241205T105431_20241205T105431_T31TCH,2024-12-05,2024-12-05,SENTINEL_2,70.73,63.48,35.63,31.89,24.01,5.16,2263.00,2263.00,5,2024_12_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241207T104339_20241207T104828_T31TCH,2024-12-07,2024-12-07,SENTINEL_2,92.54,39.00,9.35,5.38,2.76,1.91,1911.00,1927.00,5,2024_12_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241210T105349_20241210T105557_T31TCH,2024-12-10,2024-12-10,SENTINEL_2,68.06,40.36,12.21,7.64,6.82,1.20,1767.00,1767.00,5,2024_12_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241212T104511_20241212T104512_T31TCH,2024-12-12,2024-12-12,SENTINEL_2,66.95,40.36,12.21,7.64,6.82,1.17,1767.00,1767.00,5,2024_12_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241212T104441_20241212T104438_T31TCH,2024-12-12,2024-12-12,SENTINEL_2,66.15,40.36,12.21,7.64,6.82,1.17,1767.00,1767.00,5,2024_12_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241215T105451_20241215T105445_T31TCH,2024-12-15,2024-12-15,SENTINEL_2,1.86,0.33,0.33,0.33,0.33,0.33,,,0,2024_12_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241215T105511_20241215T105512_T31TCH,2024-12-15,2024-12-15,SENTINEL_2,2.90,0.33,0.33,0.33,0.33,0.33,,,0,2024_12_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241217T104349_20241217T104350_T31TCH,2024-12-17,2024-12-17,SENTINEL_2,24.99,0.00,0.00,0.00,0.00,0.00,,,0,2024_12_17-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20241217,2024-12-17,2024-12-17,LANDSAT_8,2.50,0.00,0.00,0.00,0.00,0.00,,,0,2024_12_17-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20241220T105359_20241220T105616_T31TCH,2024-12-20,2024-12-20,SENTINEL_2,7.45,0.15,0.15,0.15,0.15,0.15,,,0,2024_12_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241222T104441_20241222T104444_T31TCH,2024-12-22,2024-12-22,SENTINEL_2,4.28,0.16,0.16,0.16,0.16,0.16,,,0,2024_12_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241225T105451_20241225T105449_T31TCH,2024-12-25,2024-12-25,SENTINEL_2,38.88,0.28,0.28,0.28,0.28,0.28,,,0,2024_12_25-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20241225,2024-12-25,2024-12-25,LANDSAT_9,33.27,0.28,0.28,0.28,0.28,0.28,,,0,2024_12_25-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20241227T104349_20241227T104351_T31TCH,2024-12-27,2024-12-27,SENTINEL_2,1.18,0.28,0.28,0.28,0.28,0.28,,,0,2024_12_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20241230T105349_20241230T105610_T31TCH,2024-12-30,2024-12-30,SENTINEL_2,0.16,0.16,0.16,0.16,0.16,0.16,,,0,2024_12_30-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250101T104441_20250101T104604_T31TCH,2025-01-01,2025-01-01,SENTINEL_2,0.31,0.31,0.31,0.31,0.31,0.31,,,0,2025_01_01-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250102,2025-01-02,2025-01-02,LANDSAT_8,38.73,0.07,0.07,0.07,0.07,0.07,,,0,2025_01_02-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250104T105441_20250104T105436_T31TCH,2025-01-04,2025-01-04,SENTINEL_2,44.27,18.66,2.45,2.30,0.57,0.57,2071.00,2071.00,0,2025_01_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250106T104329_20250106T104538_T31TCH,2025-01-06,2025-01-06,SENTINEL_2,95.28,40.26,12.02,7.22,3.36,0.71,2099.00,2115.00,3,2025_01_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250109T105329_20250109T105908_T31TCH,2025-01-09,2025-01-09,SENTINEL_2,99.21,4.57,0.08,0.08,0.08,0.08,,,0,2025_01_09-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250110,2025-01-10,2025-01-10,LANDSAT_9,6.15,4.57,0.26,0.26,0.26,0.26,,,0,2025_01_10-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250111T104411_20250111T104430_T31TCH,2025-01-11,2025-01-11,SENTINEL_2,71.01,4.57,0.08,0.08,0.08,0.08,,,0,2025_01_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250114T105411_20250114T105439_T31TCH,2025-01-14,2025-01-14,SENTINEL_2,0.06,0.06,0.06,0.06,0.06,0.06,,,0,2025_01_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250116T104259_20250116T104507_T31TCH,2025-01-16,2025-01-16,SENTINEL_2,71.08,0.00,0.00,0.00,0.00,0.00,,,0,2025_01_16-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250118,2025-01-18,2025-01-18,LANDSAT_8,39.97,26.83,4.41,3.79,1.48,0.67,1975.00,1975.00,2,2025_01_18-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250119T105259_20250119T105256_T31TCH,2025-01-19,2025-01-19,SENTINEL_2,98.36,36.14,10.97,9.67,6.95,1.07,1959.00,1959.00,5,2025_01_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250121T104411_20250121T104411_T31TCH,2025-01-21,2025-01-21,SENTINEL_2,74.83,36.14,10.97,9.74,7.00,1.69,1975.00,1975.00,5,2025_01_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250124T105401_20250124T105401_T31TCH,2025-01-24,2025-01-24,SENTINEL_2,94.17,85.41,66.85,58.92,55.27,24.42,2107.00,2123.00,5,2025_01_24-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250126,2025-01-26,2025-01-26,LANDSAT_9,90.72,85.42,67.80,59.74,56.80,30.12,2099.00,2115.00,5,2025_01_26-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250126T104229_20250126T104225_T31TCH,2025-01-26,2025-01-26,SENTINEL_2,99.99,85.41,66.85,58.92,55.27,29.18,2107.00,2123.00,5,2025_01_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250129T105219_20250129T105215_T31TCH,2025-01-29,2025-01-29,SENTINEL_2,98.72,5.06,0.18,0.18,0.18,0.18,,,0,2025_01_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250131T104321_20250131T104854_T31TCH,2025-01-31,2025-01-31,SENTINEL_2,8.21,0.35,0.35,0.35,0.35,0.35,,,0,2025_01_31-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250203,2025-02-03,2025-02-03,LANDSAT_8,6.45,0.00,0.00,0.00,0.00,0.00,,,0,2025_02_03-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250203T105311_20250203T105309_T31TCH,2025-02-03,2025-02-03,SENTINEL_2,0.16,0.16,0.16,0.16,0.16,0.16,,,0,2025_02_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250205T104129_20250205T104605_T31TCH,2025-02-05,2025-02-05,SENTINEL_2,0.31,0.31,0.31,0.31,0.31,0.31,,,0,2025_02_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250208T105119_20250208T105855_T31TCH,2025-02-08,2025-02-08,SENTINEL_2,74.28,0.20,0.20,0.20,0.20,0.20,,,0,2025_02_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250210T104221_20250210T104224_T31TCH,2025-02-10,2025-02-10,SENTINEL_2,93.66,41.71,16.38,10.84,10.77,9.51,1767.00,1767.00,5,2025_02_10-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250211,2025-02-11,2025-02-11,LANDSAT_9,52.87,0.78,0.78,0.78,0.78,0.78,,,0,2025_02_11-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250213T105211_20250213T105206_T31TCH,2025-02-13,2025-02-13,SENTINEL_2,2.11,0.12,0.12,0.12,0.12,0.12,,,0,2025_02_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250215T104029_20250215T104253_T31TCH,2025-02-15,2025-02-15,SENTINEL_2,14.83,0.25,0.25,0.25,0.25,0.25,,,0,2025_02_15-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250218T105009_20250218T105645_T31TCH,2025-02-18,2025-02-18,SENTINEL_2,42.01,9.11,0.15,0.15,0.15,0.15,,,0,2025_02_18-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250219,2025-02-19,2025-02-19,LANDSAT_8,41.06,9.11,0.35,0.35,0.35,0.35,,,0,2025_02_19-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250220T104121_20250220T104531_T31TCH,2025-02-20,2025-02-20,SENTINEL_2,31.04,9.11,0.15,0.15,0.15,0.15,,,0,2025_02_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250223T105101_20250223T105754_T31TCH,2025-02-23,2025-02-23,SENTINEL_2,3.05,1.21,0.01,0.01,0.01,0.01,,,0,2025_02_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250225T103929_20250225T104603_T31TCH,2025-02-25,2025-02-25,SENTINEL_2,99.99,2.25,0.02,0.02,0.02,0.02,,,0,2025_02_25-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250227,2025-02-27,2025-02-27,LANDSAT_9,46.30,37.40,11.52,10.79,6.70,0.55,2035.00,2027.00,2,2025_02_27-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250228T104909_20250228T105520_T31TCH,2025-02-28,2025-02-28,SENTINEL_2,82.74,35.87,9.23,8.52,5.37,0.29,2007.00,1991.00,4,2025_02_28-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250302T104011_20250302T104433_T31TCH,2025-03-02,2025-03-02,SENTINEL_2,97.44,35.87,9.23,8.52,5.37,1.34,1991.00,1991.00,5,2025_03_02-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250305T104951_20250305T105310_T31TCH,2025-03-05,2025-03-05,SENTINEL_2,1.01,0.99,0.99,0.99,0.99,0.99,,,0,2025_03_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250307T103809_20250307T104741_T31TCH,2025-03-07,2025-03-07,SENTINEL_2,99.98,0.99,0.99,0.99,0.99,0.99,,,0,2025_03_07-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250307,2025-03-07,2025-03-07,LANDSAT_8,96.18,0.99,0.99,0.99,0.99,0.99,,,0,2025_03_07-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250310T104759_20250310T105513_T31TCH,2025-03-10,2025-03-10,SENTINEL_2,94.55,84.44,53.95,40.12,35.61,34.58,1911.00,1943.00,5,2025_03_10-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250312T103851_20250312T104405_T31TCH,2025-03-12,2025-03-12,SENTINEL_2,89.10,69.19,27.86,14.33,12.22,11.97,1799.00,1847.00,5,2025_03_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250314T104041_20250314T104843_T31TCH,2025-03-14,2025-03-14,SENTINEL_2,81.56,1.82,0.01,0.01,0.01,0.01,,,0,2025_03_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250315T104841_20250315T105830_T31TCH,2025-03-15,2025-03-15,SENTINEL_2,21.54,1.82,0.01,0.01,0.01,0.01,,,0,2025_03_15-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250315,2025-03-15,2025-03-15,LANDSAT_9,6.90,1.83,0.03,0.03,0.03,0.03,,,0,2025_03_15-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250317T103659_20250317T104757_T31TCH,2025-03-17,2025-03-17,SENTINEL_2,42.12,6.06,0.07,0.07,0.07,0.07,,,0,2025_03_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250317T104811_20250317T105715_T31TCH,2025-03-17,2025-03-17,SENTINEL_2,46.64,6.06,0.07,0.07,0.07,0.07,,,0,2025_03_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250320T104639_20250320T104717_T31TCH,2025-03-20,2025-03-20,SENTINEL_2,100.00,42.03,14.40,7.96,7.27,0.46,1799.00,1815.00,4,2025_03_20-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250322T103741_20250322T104742_T31TCH,2025-03-22,2025-03-22,SENTINEL_2,98.37,76.53,50.05,38.23,35.01,32.55,1991.00,2023.00,5,2025_03_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250324T103711_20250324T104353_T31TCH,2025-03-24,2025-03-24,SENTINEL_2,77.91,70.20,35.54,23.45,19.28,16.20,1959.00,1991.00,5,2025_03_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250325T104721_20250325T105532_T31TCH,2025-03-25,2025-03-25,SENTINEL_2,92.38,56.41,22.56,13.56,9.60,9.42,1991.00,2007.00,5,2025_03_25-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250327T103629_20250327T104018_T31TCH,2025-03-27,2025-03-27,SENTINEL_2,78.27,67.36,44.03,35.85,32.70,31.96,1991.00,1991.00,5,2025_03_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250327T105041_20250327T105037_T31TCH,2025-03-27,2025-03-27,SENTINEL_2,75.41,67.36,44.03,35.85,32.70,31.96,1991.00,1991.00,5,2025_03_27-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250330T104619_20250330T105702_T31TCH,2025-03-30,2025-03-30,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0,2025_03_30-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250331,2025-03-31,2025-03-31,LANDSAT_9,4.58,0.00,0.00,0.00,0.00,0.00,,,0,2025_03_31-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250401T104041_20250401T104123_T31TCH,2025-04-01,2025-04-01,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2025_04_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250403T104041_20250403T104922_T31TCH,2025-04-03,2025-04-03,SENTINEL_2,12.30,0.00,0.00,0.00,0.00,0.00,,,0,2025_04_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250404T104641_20250404T104824_T31TCH,2025-04-04,2025-04-04,SENTINEL_2,43.07,3.72,0.12,0.12,0.12,0.12,,,0,2025_04_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250406T103629_20250406T104557_T31TCH,2025-04-06,2025-04-06,SENTINEL_2,73.16,27.82,6.61,3.33,1.71,0.05,2119.00,2119.00,2,2025_04_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250406T104651_20250406T105400_T31TCH,2025-04-06,2025-04-06,SENTINEL_2,75.32,27.82,6.61,3.33,1.71,0.05,2119.00,2119.00,2,2025_04_06-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250408,2025-04-08,2025-04-08,LANDSAT_8,7.84,0.43,0.43,0.43,0.43,0.43,,,0,2025_04_08-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250409T104619_20250409T105823_T31TCH,2025-04-09,2025-04-09,SENTINEL_2,15.25,0.44,0.44,0.44,0.44,0.44,,,0,2025_04_09-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250411T104041_20250411T104228_T31TCH,2025-04-11,2025-04-11,SENTINEL_2,52.38,10.50,2.81,2.80,0.62,0.62,2155.00,2155.00,0,2025_04_11-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250413T103651_20250413T104917_T31TCH,2025-04-13,2025-04-13,SENTINEL_2,95.32,41.51,19.30,14.76,12.09,5.77,2123.00,2115.00,5,2025_04_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250414T104641_20250414T104956_T31TCH,2025-04-14,2025-04-14,SENTINEL_2,86.91,82.98,56.72,44.96,43.43,28.69,2011.00,2035.00,5,2025_04_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250416T103629_20250416T104649_T31TCH,2025-04-16,2025-04-16,SENTINEL_2,100.00,9.24,5.59,5.17,5.17,0.00,1719.00,1719.00,5,2025_04_16-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250416,2025-04-16,2025-04-16,LANDSAT_9,9.24,9.24,5.68,5.26,5.26,0.00,1719.00,1719.00,5,2025_04_16-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250416T105041_20250416T105042_T31TCH,2025-04-16,2025-04-16,SENTINEL_2,100.00,9.24,5.59,5.17,5.17,0.00,1719.00,1719.00,5,2025_04_16-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250419T104619_20250419T105851_T31TCH,2025-04-19,2025-04-19,SENTINEL_2,99.10,32.62,8.22,7.21,2.01,0.27,2151.00,2151.00,2,2025_04_19-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250421T104041_20250421T104143_T31TCH,2025-04-21,2025-04-21,SENTINEL_2,32.74,32.00,7.86,6.80,1.98,1.89,2135.00,2135.00,5,2025_04_21-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250423T104041_20250423T104037_T31TCH,2025-04-23,2025-04-23,SENTINEL_2,97.01,0.00,0.00,0.00,0.00,0.00,,,0,2025_04_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250424T104651_20250424T105221_T31TCH,2025-04-24,2025-04-24,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0,2025_04_24-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250424,2025-04-24,2025-04-24,LANDSAT_8,8.82,0.00,0.00,0.00,0.00,0.00,,,0,2025_04_24-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20250426T104651_20250426T105243_T31TCH,2025-04-26,2025-04-26,SENTINEL_2,98.62,0.00,0.00,0.00,0.00,0.00,,,0,2025_04_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250429T104619_20250429T105750_T31TCH,2025-04-29,2025-04-29,SENTINEL_2,65.98,60.11,24.10,18.44,10.56,0.02,2151.00,2151.00,3,2025_04_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250501T104041_20250501T104252_T31TCH,2025-05-01,2025-05-01,SENTINEL_2,90.22,0.00,0.00,0.00,0.00,0.00,,,0,2025_05_01-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20250502,2025-05-02,2025-05-02,LANDSAT_9,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2025_05_02-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20250503T103701_20250503T104922_T31TCH,2025-05-03,2025-05-03,SENTINEL_2,86.22,0.00,0.00,0.00,0.00,0.00,,,0,2025_05_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250504T105051_20250504T105614_T31TCH,2025-05-04,2025-05-04,SENTINEL_2,99.29,0.00,0.00,0.00,0.00,0.00,,,0,2025_05_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250506T105041_20250506T105313_T31TCH,2025-05-06,2025-05-06,SENTINEL_2,95.51,82.00,47.75,40.05,29.11,11.48,2267.00,2275.00,5,2025_05_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20250509T104619_20250509T104650_T31TCH,2025-05-09,2025-05-09,SENTINEL_2,95.66,59.56,17.14,7.40,5.75,2.45,1751.00,1799.00,5,2025_05_09-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20250510,2025-05-10,2025-05-10,LANDSAT_8,82.93,59.51,18.40,8.13,6.38,3.71,1751.00,1799.00,5,2025_05_10-Landsat8
